id,t,X0,cluster,TRAIN,VALIDATE,TEST
0,0.0,0.1719607263803482,0,0,0,1
0,0.009999999776482582,0.45513716340065,0,0,0,1
0,0.019999999552965164,0.25163787603378296,0,0,0,1
0,0.029999999329447746,0.5980560779571533,0,0,0,1
0,0.03999999910593033,0.21597233414649963,0,0,0,1
0,0.04999999701976776,-0.019493579864501953,0,0,0,1
0,0.05999999865889549,0.16473659873008728,0,0,0,1
0,0.07000000029802322,0.38940882682800293,0,0,0,1
0,0.07999999821186066,0.21857693791389465,0,0,0,1
0,0.08999999612569809,0.20614486932754517,0,0,0,1
0,0.09999999403953552,0.42859506607055664,0,0,0,1
0,0.10999999940395355,0.4713151156902313,0,0,0,1
0,0.11999999731779099,0.2099989652633667,0,0,0,1
0,0.12999999523162842,0.6807746291160583,0,0,0,1
0,0.14000000059604645,0.482930451631546,0,0,0,1
0,0.14999999105930328,0.8405584096908569,0,0,0,1
0,0.1599999964237213,0.40435120463371277,0,0,0,1
0,0.17000000178813934,0.6956782937049866,0,0,0,1
0,0.17999999225139618,0.8013675808906555,0,0,0,1
0,0.1899999976158142,0.4569654166698456,0,0,0,1
0,0.19999998807907104,0.5517446994781494,0,0,0,1
0,0.20999999344348907,0.3466356098651886,0,0,0,1
0,0.2199999988079071,0.5257552862167358,0,0,0,1
0,0.22999998927116394,0.10904896259307861,0,0,0,1
0,0.23999999463558197,0.4502091109752655,0,0,0,1
0,0.25,0.7887297868728638,0,0,0,1
0,0.25999999046325684,0.4745151400566101,0,0,0,1
0,0.26999998092651367,0.5691770911216736,0,0,0,1
0,0.2800000011920929,0.5247384905815125,0,0,0,1
0,0.28999999165534973,0.4974357783794403,0,0,0,1
0,0.29999998211860657,0.7390114068984985,0,0,0,1
0,0.3100000023841858,0.8548940420150757,0,0,0,1
0,0.3199999928474426,0.4172630310058594,0,0,0,1
0,0.32999998331069946,0.41071754693984985,0,0,0,1
0,0.3400000035762787,0.9148862361907959,0,0,0,1
0,0.3499999940395355,0.5083964467048645,0,0,0,1
